timestamp,open,high,low,close,volume
1623283200000,632.5,637.5,587.4,599.9,4.6112
1623369600000,600,609.4,580.1,581.2,3.4963
1623456000000,554,589,545.6,577.6,5.5533
1623542400000,577.8,613.6,556.5,612,6.9155
1623628800000,612.2,639.9,597.3,639.7,3.423
1623715200000,639.8,648.4,614.6,625.5,2.8806
1623801600000,625.4,626.2,588,591.7,3.351
1623888000000,591.6,618.9,582,597.2,2.4194
1623974400000,597.3,597.7,543.6,552.8,2.7454
1624060800000,567.8,579.3,549.5,550,3.064
1624147200000,549.9,558.5,511.9,554.3,5.0833
1624233600000,554.4,557.9,453.2,454.2,5.8592
1624320000000,454.3,476.7,386.4,443.1,7.2228
1624406400000,443.2,484.7,428.4,471.8,5.0593
1624492800000,471.9,494.6,454.2,485.6,3.2904
1624579200000,485.7,495.9,425.6,426.5,4.2369
1624665600000,426.5,457.5,405.5,457.5,6.6239
1624752000000,457.6,476.9,444.5,476.4,5.8227
1624838400000,476.5,517.2,471.1,500.2,2.5792
1624924800000,500.3,546.9,498.6,523.4,15.5116
1625011200000,523.6,533.8,497.8,526.6,22.9589
1625097600000,526.6,526.7,485.4,495.5,20.0425
1625184000000,495.3,504.3,475,495.7,17.9048
1625270400000,495.6,514.4,487.3,504.8,17.8553
1625356800000,505,541.6,494.1,526.5,17.2088
1625443200000,526.4,527,486.7,503.3,14.9803
1625529600000,503.4,524.6,498.7,510.3,2.3516
1625616000000,510.2,536.5,504.2,508.1,1.9469
1625702400000,508,509.6,478,490.1,10.5407
1625788800000,489.9,509.7,470.5,503.7,19.1634
1625875200000,503.8,510.8,483.3,496.6,14.137
1625961600000,496.5,503.3,488.8,497.8,12.5773
1626048000000,497.9,508.7,468.6,479.2,17.8487
1626134400000,479,484.2,459.2,464.5,17.3446
1626220800000,464.6,478.1,441.7,466.5,19.9158
1626307200000,466.8,472.4,442.6,454.2,7.656
1626393600000,454.3,463.4,435.5,436.5,2.1979
1626480000000,436.5,445.2,428.5,434.3,1.3
1626566400000,434.4,451.6,430.1,436.7,0.9068
1626652800000,436.8,440.1,411.3,413.6,1.716
1626739200000,413.7,420.9,382.9,397.3,2.8144
1626825600000,397.4,434.2,390.8,429.5,2.3142
1626912000000,429.6,444.3,423.2,440.8,2.1016
1626998400000,440.9,454.5,430.2,453.1,1.7247
1627084800000,453.3,463.2,448.7,457.3,1.0712
1627171200000,457.3,458.1,439.9,454.1,1.1134
1627257600000,454.2,516.4,452,480.1,4.5698
